        * /home/saurabh/esim-workspace/cmos_nand_gate/cmos_nand_gate.cir
        Transient Analysis  Sat Jun 28 20:50:32  2025
--------------------------------------------------------------------------------
Index   time            v.x1.v1#branch  v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-7.15957e-12	0.000000e+00	0.000000e+00	
1	1.000000e-06	1.265069e-09	-7.14806e-10	-7.14809e-10	
2	2.000000e-06	1.264328e-09	-7.25936e-10	-7.25940e-10	
3	4.000000e-06	9.912477e-10	-7.98741e-10	-7.98773e-10	
4	8.000000e-06	-6.77268e-08	-6.87176e-10	-6.90191e-10	
5	1.600000e-05	-1.54292e-05	-9.26898e-10	-9.96062e-10	
6	2.833944e-05	-9.52763e-05	-7.53277e-10	-7.77104e-10	
7	4.900722e-05	-2.80412e-04	-9.77491e-10	-1.04803e-09	
8	9.034278e-05	-2.47270e-06	-1.40638e-09	-1.07828e-09	
9	1.000000e-04	1.811073e-10	2.665180e-10	-5.71475e-11	
10	1.013655e-04	-2.95244e-11	9.906420e-15	5.107417e-15	
11	1.040965e-04	-2.95244e-11	-9.90603e-15	-5.10721e-15	
12	1.095584e-04	-2.95244e-11	9.905860e-15	5.107112e-15	
13	1.204823e-04	-2.95246e-11	-9.90577e-15	-5.10706e-15	
14	1.423302e-04	-2.95246e-11	9.905726e-15	5.107040e-15	
15	1.860258e-04	-2.95248e-11	-9.90570e-15	-5.10703e-15	
16	2.734171e-04	-2.95246e-11	9.905692e-15	5.107022e-15	
17	3.734171e-04	-2.95242e-11	-9.90568e-15	-5.10702e-15	
18	4.734171e-04	-2.95242e-11	9.905673e-15	5.107011e-15	
19	5.734171e-04	-2.95242e-11	-9.90566e-15	-5.10701e-15	
20	6.734171e-04	-2.95242e-11	9.905653e-15	5.107000e-15	
21	7.734171e-04	-2.95242e-11	-9.90564e-15	-5.10700e-15	
22	8.734171e-04	-2.95242e-11	9.905634e-15	5.106990e-15	
23	9.734171e-04	-2.95242e-11	-9.90562e-15	-5.10698e-15	
24	1.073417e-03	-2.95242e-11	9.905614e-15	5.106979e-15	
25	1.173417e-03	-2.95242e-11	-9.90560e-15	-5.10697e-15	
26	1.273417e-03	-2.95242e-11	9.905595e-15	5.106969e-15	
27	1.373417e-03	-2.95242e-11	-9.90558e-15	-5.10696e-15	
28	1.473417e-03	-2.95242e-11	9.905575e-15	5.106958e-15	
29	1.573417e-03	-2.95242e-11	-9.90557e-15	-5.10695e-15	
30	1.673417e-03	-2.95242e-11	9.905556e-15	5.106948e-15	
31	1.773417e-03	-2.95242e-11	-9.90555e-15	-5.10694e-15	
32	1.873417e-03	-2.95242e-11	9.905536e-15	5.106937e-15	
33	1.973417e-03	-2.95242e-11	-9.90553e-15	-5.10693e-15	
34	2.073417e-03	-2.95242e-11	9.905517e-15	5.106926e-15	
35	2.173417e-03	-2.95242e-11	-9.90551e-15	-5.10692e-15	
36	2.273417e-03	-2.95242e-11	9.905497e-15	5.106916e-15	
37	2.373417e-03	-2.95242e-11	-9.90549e-15	-5.10691e-15	
38	2.473417e-03	-2.95242e-11	9.905478e-15	5.106905e-15	
39	2.573417e-03	-2.95242e-11	-9.90547e-15	-5.10690e-15	
40	2.673417e-03	-2.95242e-11	9.905458e-15	5.106895e-15	
41	2.773417e-03	-2.95242e-11	-9.90545e-15	-5.10689e-15	
42	2.873417e-03	-2.95242e-11	9.905438e-15	5.106884e-15	
43	2.973417e-03	-2.95242e-11	-9.90543e-15	-5.10688e-15	
44	3.073417e-03	-2.95242e-11	9.905419e-15	5.106874e-15	
45	3.173417e-03	-2.95242e-11	-9.90541e-15	-5.10687e-15	
